userName,score,at,content
Pengguna Google,5,2025-03-29 05:58:53,apknya sangat bagus cocok buat lagi ngerjakan tugas dan yg paling hebatnya nilai PR aku jadi seratus teruss💐
Pengguna Google,1,2025-03-28 10:28:17,"kurang, salah tidak bener jawabannya"
Pengguna Google,5,2025-03-28 06:23:13,ketemu jawaban nya kadang enggak si tapi ini berguna buat sekolah online
Pengguna Google,5,2025-03-25 00:24:38,Aplikasi ini bagus banget buat nyari jawaban dan caranya! 👍👍👍
Pengguna Google,1,2025-03-24 08:15:12,bosok sampah jawabannya g sama sama soal nya sampah mending liat google aplikasi sampah jelek banget gajelas
Pengguna Google,1,2025-03-24 03:58:57,ngak sesuai sama yang kita tanyakan
Pengguna Google,3,2025-03-24 01:03:09,bintang tiga dulu karna kebanyakan jawaban nya pro
Pengguna Google,5,2025-03-23 05:48:26,"terbaik,cepat dan penjelasan sangat akurat"
Pengguna Google,3,2025-03-23 04:49:55,"sebenarnya apk nya udah bagus, cuman kekurangannya itu adalah ""batasan mencari jawaban"". harus upgrade ke pro supaya bisa mencari jawaban tanpa batas. bagi orang yang tdk punya uang untuk bayar mau bagaimana?"
Pengguna Google,5,2025-03-23 03:38:43,membantu untuk belajar
Pengguna Google,5,2025-03-22 12:07:41,Brainly sangat baik
Pengguna Google,5,2025-03-22 06:50:25,"keren lah pokoknya, sangat terbantu ya walau kadang kadang ""maaf kalau salah"" gapapakok"
Pengguna Google,5,2025-03-22 05:16:14,dengan menggunakan aplikasi ini sangat mempermudah saya untuk belajar matematika
Pengguna Google,5,2025-03-22 03:00:15,sangat membantu
Pengguna Google,5,2025-03-21 06:28:44,dapat di mengerti langkah langkahnya
Pengguna Google,5,2025-03-21 03:18:34,sekali foto langsung di buat jawabannya dan saya dapat nilai tinggi
Pengguna Google,5,2025-03-19 15:07:09,aplikasih ini sangat membantu bila ada pr. sampai aku dikatain sama guru nilaiku kalok ada pr nilaiku 100
Pengguna Google,5,2025-03-19 14:21:22,Semoga aku selalu bisa terbantu dengan aplikasi BRAINLY 😊😊😊
Pengguna Google,3,2025-03-19 13:52:50,"sangat membantu, namun sekarang ada beberapa jawaban yang jika mau dilihat harus berlangganan terlebih dulu:("
Pengguna Google,5,2025-03-19 12:42:40,baik untuk belajar dan aku dapat nilai 100
Pengguna Google,3,2025-03-19 07:51:48,tiba ga bisa di pake sudah 4 bulan
Pengguna Google,5,2025-03-18 22:37:01,"saya 𝘀𝘂𝗸𝗮 ֮ϐׁɑׁׅ݊ꪀᧁׁꫀׁׅܻ݊tׁׅ sama ini aplikasi, sangat membantu dalam mengerjakan PR, dsb. pօᏦօᏦnya Kᗴᖇᗴᑎ 𝕓𝕒𝕟𝕘𝕖𝕥 dehhh, kalian wajib cobaa❤❤❤"
Pengguna Google,4,2025-03-18 14:27:09,tolong buat fitur privasi agar data saya tidak tersebar seperti wajah atau akun jika bisa buat nama nametag yang bisa di ubah
Pengguna Google,5,2025-03-18 12:50:24,jawaban sangat lengkap
Pengguna Google,5,2025-03-18 11:48:34,sangat bagus dan mudah menemukan jawaban yang susah bagi saya 🙋🙋
Pengguna Google,5,2025-03-18 11:42:35,sangat membantu jika ada tugas mendadak dan menyelesaikan nya dengan singkat
Pengguna Google,2,2025-03-18 10:31:01,"Dulu saat ingin melihat jawaban gratis tanpa ada batas, tetapi skrg harus berlangganan dulu baru bisa melihat jawaban dgn terbatas."
Pengguna Google,5,2025-03-18 05:47:47,"bagus bangettttt, ini apk bantu aku belajar dan jawaban nya pun benar semua"
Pengguna Google,4,2025-03-17 15:30:32,"lumayan bagus untuk membantu segala urusan mtk😊,tapi terkadang agak kurang🤭,tapi aplikasi brainly ini sih di rekomendasikan 👍."
Pengguna Google,5,2025-03-17 12:59:52,"brainly sangat bagus, dan jawaban soal yang di berikan sangat lengkap"
Pengguna Google,2,2025-03-17 05:36:00,baru dipakai seminggu udah di suruh byar jadi susah
Pengguna Google,5,2025-03-17 03:05:24,aplikasi ini sangat membantu kami sudah
Pengguna Google,5,2025-03-16 13:44:59,terima kasih banyak atas aplikasinya
Pengguna Google,5,2025-03-16 13:04:17,"Harus dipergunakan sebaik mungkin aplikasi ini dan jangan disepelekan. Bahwa ini sangat penting digunakan untuk jadi teman kita untuk sebagai pendamping belajar dimanapun kita berada. Dan jangan digunakan mencari-cari tentang hal buruk, bahwa akan menjadi sebuah catatan dosa di akhirat dan akan masuk neraka. Harus digunakan untuk sebagai teman belajar sehari-hari untuk mencari hal kebaikan demi mengumpul pahala untuk dibawa ke akhirat dan supaya masuk ke surga."
Pengguna Google,5,2025-03-16 12:00:15,brainly sangat membantu
Pengguna Google,2,2025-03-16 11:26:41,aplikasi nya pelit hanya bisa beberapa pertanyaan untuk seminggu dan itu sangat merepotkan
Pengguna Google,5,2025-03-16 09:58:20,ini bagus abangeeewwwwwwwt
Pengguna Google,5,2025-03-16 04:05:55,apk yg sangat membantu
Pengguna Google,5,2025-03-16 03:04:21,app ini sangat membantu Terima kasih karna telah membantu saya dlm mengerjakan soal yg say kurang mengerti 👍
Pengguna Google,2,2025-03-15 12:31:15,woy sang Pencipta aplikasi tidak jelas beda pertanyaan beda jawaban sangat tidak bagus 😡😡😡😡😡😡
Pengguna Google,5,2025-03-14 08:28:18,aplikasi ini sangat membantu ku untuk mengerjakan tugas sekolah ankku.. Ank ku jdi senang..
Pengguna Google,5,2025-03-14 06:08:46,Brainly sangat membantu saya waktu saya kesusahan dalam menyelesaikan sebuah pernyataan👍☺️
Pengguna Google,5,2025-03-14 05:16:47,"apk nya sangat menakjubkan sekali, ajukan pertanyaan langsung mendapatkan jawaban nya jadi tidak usah cari lagi pokok nya bagus sekali untuk mencari jawaban apapun itu"
Pengguna Google,4,2025-03-13 21:46:17,menurut saya ini bagus 👍 tapi menurutku ini jawaban nya terlalu panjang dan saya tidak mengerti makanya saya memberikan bintang ✨ 4
Pengguna Google,5,2025-03-13 14:46:27,bagus sekali saya jadi paham.
Pengguna Google,5,2025-03-13 14:30:33,BAGUS BANGET POKOKNYA SENENG BANGET AKU DAPAT JAWABANNYA
Pengguna Google,5,2025-03-13 13:15:57,jelas singkat dan juga bagus. terimakasih y Brainly.
Pengguna Google,1,2025-03-13 13:07:23,Cuma mau buka 1 soalx di suruh bayar bagusin lgi
Pengguna Google,4,2025-03-13 10:37:37,tolong diperbaiki sedikit soalnya aku cari jawaban ada yang ga betulah ada yang ngacolah tolong diperbaiki aplikasinya juga bagus kok
Pengguna Google,5,2025-03-13 06:45:39,terimakasih sdh membantu menjawab
Pengguna Google,5,2025-03-13 06:16:52,aplikasi ini sangat berguna sekali untuk pelajar indonesia
Pengguna Google,4,2025-03-13 03:21:28,"gatau mau beri ulasan apa, tpi brainly bnr' kerenn bgtt jawabannya"
Pengguna Google,4,2025-03-12 21:27:53,ini sagat membantu dalam pekerjaan
Pengguna Google,5,2025-03-12 19:52:24,wajib download apknyaa soalnyaaa sangat membantu:)
Pengguna Google,5,2025-03-12 15:02:59,sangat bagus untuk digunakan dalam hal apa pun semoga berkembang dengan cepat
Pengguna Google,4,2025-03-12 13:54:28,"sy kasih bintang 4 karena kadang jawaban yg muncul salah,dan kadang benar.🙏🏻"
Pengguna Google,5,2025-03-12 12:54:04,aplikasi ini bagus sekali dengan cara ini saya lebih niat belajar 😊😊🙏
Pengguna Google,5,2025-03-12 07:59:54,aplikasi ini sangat membantu untuk saya lagi belajar
Pengguna Google,4,2025-03-12 06:32:27,ternyata aplikasi ini sangat sangat membantu
Pengguna Google,4,2025-03-11 20:57:17,sayangnya 5 tidak tau jawabannya
Pengguna Google,4,2025-03-11 16:24:56,Bagus sekali buat kalangan remaja seperti Kta
Pengguna Google,5,2025-03-11 15:24:47,"keren banget cepat kerja nya, diluar ekspektasi dah pokoknya keren banget aplikasi Brainly iniiii"
Pengguna Google,3,2025-03-11 12:57:27,bisa langsung difahami makasih brainly terus semangatt
Pengguna Google,5,2025-03-11 09:26:06,keren tapi cara nya terlalu pendek
Pengguna Google,5,2025-03-11 07:31:15,sangat membantu saya dalam mengerjakan tugas 🤓
Pengguna Google,5,2025-03-11 07:19:26,"aku gak jago mtk, jadi aku pake ini aja"
Pengguna Google,5,2025-03-11 06:52:31,sangat bagus dan berguna untuk kita
Pengguna Google,5,2025-03-11 06:11:10,"kayak brainly bakal gk ada yang pake lagi,karna sekarang udah ada AI,dan sekarang pun Brainly berbayar,menurut gw brainly salah di situ sih."
Pengguna Google,5,2025-03-10 22:53:31,aplikasi ini bagus dalam menanyakan hal yang tidak kita mengerti
Pengguna Google,5,2025-03-10 21:23:46,"bagussss bgt, mudahh di pahami, dan ga perlu susah² cari jawaban"
Pengguna Google,5,2025-03-10 13:53:54,sangat amat membantu saya dalam proses belajar
Pengguna Google,1,2025-03-10 13:29:54,harus download pulak
Pengguna Google,4,2025-03-10 13:19:45,sangat membantu saya untuk mencari jawaban dan caranya 😄☺ tapi jawabnya ada yang kurang tepat k😉
Pengguna Google,5,2025-03-10 12:40:57,cukup membantu dalam mengerjakan tugas dan cukup meringankan pekerjaan rumah
Pengguna Google,5,2025-03-10 06:48:27,"terimah kasih ,sudah membantu yah oke .Thank you."
Pengguna Google,5,2025-03-10 05:59:40,terima kasih atas bantuannya ya brainly aku sangat terbantu karena jawabannya yang selalu cepat terkirim 😉😉☺️☺️🙏🏻🙏🏻
Pengguna Google,4,2025-03-10 03:56:39,Ternyata harus berlangganan
Pengguna Google,5,2025-03-09 22:40:13,ini sangat membantu saya dalam belajar
Pengguna Google,3,2025-03-09 17:01:28,Banyak iklan nya😒😒
Pengguna Google,5,2025-03-09 16:09:52,"Bagus Aplikasinya Membantu Dengan Mudah Mencari Jawaban Matematika...Terima Kasih Brainly🙏🏻😇Membantu Dengan Mudah,Cepat,&Sangat Berguna Sekali🙏🏻"
Pengguna Google,5,2025-03-09 13:57:44,Aplikasi bagus dan berguna banget bagi Saya
Pengguna Google,1,2025-03-09 13:35:29,"orang mau belajar di suruh download dulu, bener bener emang kagak mau anak anak Indonesia berkembang,KLO ad orang yng menyimpanan nya penuh trus mau belajar gimana,aduh otak udang, promosi tapi gini"
Pengguna Google,4,2025-03-09 05:43:39,"ini sangat membantu, untuk anda memperluas materi atau apapun itu, saran saya makin di perkembangan kan saja🙏🏻☺tapi ini sudah ckup 👍"
Pengguna Google,5,2025-03-09 04:27:51,membantu banget seneng dehh
Pengguna Google,4,2025-03-09 02:43:22,"Gw bener bener mau bilang makasih sama aplikasi ini, makasih udah nolongin gw dulu pas jaman corona, bantu gw ngerjain tugas gw, makasih banyak, vibes nya waktu itu seru bener, walau sekarang lebih sering pakai ai kaya chatgpt atau meta ai, gw bener bener berterima kasih ke aplikasi ini (Cuman gw kasih bintang 4 karena sampe sekarang masih terasa ngeselin dah tuh kata kata ""maaf kalau salah 🙏"")"
Pengguna Google,5,2025-03-08 13:45:12,Bagus banget apknya
Pengguna Google,4,2025-03-08 05:59:56,bagus sih terus berguna buat aku yang suka bingung tapi kadang suka ngelag juga
Pengguna Google,5,2025-03-07 22:39:55,Aplikasi yang bagus untuk mengerjakan pr dan mudah mencari jawaban sekaligus cukup mudah memahamikarena ada penjelasan nya yang dari Brainly-Aplikasi Belajar
Pengguna Google,1,2025-03-07 16:16:41,kurang terlihat jelas jawabannya
Pengguna Google,5,2025-03-07 08:18:23,lebih bagus dr PD aplikasi lain
Pengguna Google,4,2025-03-07 08:16:24,"saya kasih bintang 4, karna di dunia ini ga ada yang sempurna... cuma allah yang sempurna, anjayyy slebeew...siap menyala wiehh -istrieh jaemin-"
Pengguna Google,5,2025-03-06 22:01:36,bisa mendapat jawaban yang bener tapi di setiap jawaban ada yang kurang tepat
Pengguna Google,5,2025-03-06 16:42:56,sangat lah pintar👍📚💡
Pengguna Google,1,2025-03-06 15:28:25,Kenapa harus beli brenly plus
Pengguna Google,5,2025-03-06 15:06:00,apk nya bagus banget buat pelajar
Pengguna Google,5,2025-03-06 14:56:54,aplikasi yg sangat membantu👍👍👍🤗🤗🤗
Pengguna Google,1,2025-03-06 13:00:15,"makin hari kok brainly jadi bayar padahal baru pakai dan kalo kayak gini aku jadi susah ngerjain pr atau semacam nya trus setiap liat jawaban kok kekunci gitu katanya upgrade tapii kok gaada jadi males pakai brainly tapi gimana lagi cuma brainly solusi pengerjaan tugas ku, hmm mungkin brainly tolong kasi kesempatan memakai jawaban lagi atau plisss jangan bayar bayar"
Pengguna Google,5,2025-03-06 12:34:08,"sangat membantu dan tidak di bayar hanya mendaftar dan di kasih tips cara pemakaian nya, sangat berguna 👍👍👍"
Pengguna Google,5,2025-03-06 09:48:55,membantu dalam tugas sekolah
Pengguna Google,5,2025-03-06 08:13:05,Aplikasinya membantu banget bisa untuk kelas berapa aja pokoknya buruan download aplikasi ini insyaallah kalian selalu dapat nilai baguss :)
Pengguna Google,1,2025-03-06 07:41:01,jawaban sangat kurang jelas
Pengguna Google,4,2025-03-06 02:08:18,Ini bagus tapi ada Jawaban yg gak jelas
Pengguna Google,3,2025-03-05 13:21:58,apl nya bagus tetapi apl ini belum menambahkan buku kurikulum merdeka. harapan saya semoga dapat cepat di perbarui /update
Pengguna Google,4,2025-03-05 12:24:08,bagus membantu pengetahuan saya tentang ajaran islam dan sejarah dunia kembangkan agar bisa mencari dan mendapatkan jawaban yang lebih banyak mohon di perhatian
Pengguna Google,1,2025-03-05 12:07:38,"Hanya bisa nanya bbrp dalam sehari, sedih banget karna tugas lgi numpuk jg jdi terhambat."
Pengguna Google,4,2025-03-05 11:22:44,𝚜𝚊𝚢𝚊 𝚜𝚊𝚗𝚐𝚊𝚝 𝚖𝚎𝚗𝚢𝚞𝚔𝚊𝚒𝚗𝚢𝚊 𝚝𝚊𝚙𝚒 𝚜𝚎𝚖𝚘𝚐𝚊 𝙱𝚛𝚊𝚒𝚗𝚕𝚢 𝚕𝚎𝚋𝚒𝚑 𝚖𝚊𝚓𝚞 𝚕𝚊𝚐𝚒
Pengguna Google,4,2025-03-05 09:27:39,dapat membantu mengerjakan tugas
Pengguna Google,4,2025-03-05 07:43:21,bagus aku tadinya tidak tau jadi tau
Pengguna Google,5,2025-03-05 06:01:36,sangat membantu kita belajar
Pengguna Google,4,2025-03-05 04:45:47,jawabannnya jelasss membantuuu dann semuaaa jawabannnya lengkap
Pengguna Google,5,2025-03-05 02:36:50,karena aplikasi brainliy membantu kita mengerjakan tugas dari sekolah.
Pengguna Google,3,2025-03-05 01:42:58,Sungguh bagus aplikasi ini tapi isi bayar agar bisa melihat jawaban sepuasnya 😐
Pengguna Google,5,2025-03-04 22:42:09,"dari zaman ke zaman, pembelajaran selalu di butuhkan inpo AI system Digital terupdate lah yang bisa membantu untuk membawa kita kepada masyahdepan"
Pengguna Google,5,2025-03-04 13:55:08,"bagus bangett, sangat membantu 🥰"
Pengguna Google,5,2025-03-04 08:41:00,saya merasa senang karena aplikasi Brainly bisa menjawab pertanyaan yg saya lakukan dan saya terimakasih
Pengguna Google,5,2025-03-04 03:58:26,sangat membantu terimakasih
Pengguna Google,5,2025-03-04 00:41:45,"Aplikasi ini bagus, dan cepat mendapatkan jawaban semua jawaban pun benar."
Pengguna Google,5,2025-03-03 23:02:04,aplikasi ini sangat membantu saya
Pengguna Google,5,2025-03-03 22:17:30,dapat mengerjakan semua soal dan matapelajaran apa pun itu
Pengguna Google,1,2025-03-03 11:44:30,"Bagaimana ini pihak developer,saya baru saja bayar brainly+ kok tiba-tiba kena blokir sih,gk beres ini.Kembalikan dana saya kalo begitu"
Pengguna Google,4,2025-03-03 11:29:04,Sebenarnya menurut saya dri dlu udh bagus tapi gatau yg tiba tiba pas liat jawaban jawaban gtu tiba tiba ga lama di blokir waduh knp ya itu padahal ngetik biasa dll ga pake robot ato dll nya jga
Pengguna Google,5,2025-03-03 07:49:08,jawabannya bagus saya suka trimakasih Brainly sudah bisa membantu saya menemukan jawaban yang sulit ini 👍👍
Pengguna Google,4,2025-03-03 04:38:41,app yang bagus membantu sekali untuk menemukan jawaban maupun MTK IPA ips b indo b inggris b arab fisika dan sebagainya🤗
Pengguna Google,1,2025-03-03 02:52:01,aplikasi sangat bagus dan membantu
Pengguna Google,5,2025-03-03 01:38:52,bagus buat anak belajar
Pengguna Google,5,2025-03-03 00:08:33,sangat membantu saya dalam soal yg susah
Pengguna Google,5,2025-03-02 08:05:06,Nilaikuu baguss bangett.Sampai² naik perangkat
Pengguna Google,5,2025-02-28 11:24:40,masuk akal dan bagus
Pengguna Google,5,2025-02-28 10:15:09,aplikasi yang sangat bagus untuk pelajar
Pengguna Google,1,2025-02-28 08:54:13,Apasih mau nyari jawaban bayar perbulan mulu ga jelas
Pengguna Google,5,2025-02-28 07:02:41,Bagus banget membantunku saat belajar Terimakasih buat brainly apk belajar😍😍😍😍😘
Pengguna Google,5,2025-02-28 06:15:24,sya kurang mengerti dengan brinly tapi saya sangat tertarik menggunakan brinly
Pengguna Google,5,2025-02-28 05:09:56,membantu untuk pelajaran
Pengguna Google,5,2025-02-28 03:15:23,"terimakasih brainly,kamu sangat membantu sekali untuk ku...❤️"
Pengguna Google,1,2025-02-27 11:13:45,"saya tidak merasa berlangganan tapi anehnya kenapa saldo dana saya selalu ditarik sebesar Rp.32.190 terus. tolonglah, gimana cara nge refund nya, kebutuhan saya tertunda gara-gara penarikan saldo otomatis seperti ini, gimana ini??"
Pengguna Google,5,2025-02-27 05:35:33,apknya sangat membantu
Pengguna Google,4,2025-02-27 04:56:21,Kelazzz cuyy bagus bet apk nya🗿🗿
Pengguna Google,5,2025-02-27 02:10:30,Aplikasi yang sangat membantu untuk orang-orang yang malu bertanya di real life
Pengguna Google,4,2025-02-27 01:03:16,sangat membantu saya sekarang saya mengerti tentang rumus prisma :D
Pengguna Google,4,2025-02-27 00:43:58,makasih ya brainly
Pengguna Google,2,2025-02-26 13:36:52,"kenapa jadi ada iklannya, tolong bro admin ini adalah aplikasi pembelajaran bukan aplikasi pemasaran🙏🙏"
Pengguna Google,5,2025-02-26 12:44:55,Branliy menurut saya sudah bagus karena bisa menjawab semua pertanyaan yang di berikan
Pengguna Google,2,2025-02-26 11:44:03,"Tolonglahhh,jawaban udah lama,harus untuk login hari ini,bagus sih pakai poin juga tetapi ribet kan"
Pengguna Google,2,2025-02-26 07:29:02,"Udah pernah download, jawaban nya pada ga bener, bener pling cuma sedikit.. kataku mending kalian pake aplikasi GPT aja itu lebih worth it"
Pengguna Google,3,2025-02-26 03:17:29,tollong perbanyak kesempataan bertanya
Pengguna Google,5,2025-02-25 21:48:54,baik sangan bembantu kami pelajar muda
Pengguna Google,5,2025-02-25 20:58:31,bagus dan membantu
Pengguna Google,5,2025-02-25 16:22:03,bagus untuk pendikdikan
Pengguna Google,5,2025-02-25 14:24:50,ini bisa membantu kita untuk mengerjakan tugas sekolah
Pengguna Google,5,2025-02-25 13:26:09,Agak sedikit bagus kok tpi aku gk terlalu suka sama iklan yah
Pengguna Google,5,2025-02-25 13:12:10,"Bagus banget ketika ada tugas sekolah yang susah atau gk tau jawabannya, semua soal bisa di cari disini sekaligus jawabannya, daripada cari google cari disini aja😁"
Pengguna Google,5,2025-02-25 12:47:17,"aplikasi yang bisa membantu memudahkan ku untuk menemukan jawaban dari pertanyaan yang ada di pelajaran minus nya 1 aplikasi ini tidak membantu ku menemukan jawaban tentang ""apakah dia masih mencintai diriku..."" from:sasa to: all people"
Pengguna Google,5,2025-02-25 12:31:38,sangat membantu dalam mengerjakan soal
Pengguna Google,5,2025-02-25 10:24:08,Sangat baguss aplikasi ini untuk aku yang gampang stres kalo ada pr ini sangat masyaallah makasih banget bagus banget sumpah aku kasi bintang limaaaaaaaaaaaaaa
Pengguna Google,4,2025-02-25 07:39:06,aplikasi bagus kalo buku nya sih menurut ku ya harus ada catatannya juga biar makin paham belajarnya dan kurikulum merdeka itu gak ada.Tolong ya developer tambah kan catatan dan kurikulum merdeka nya sekian terimakasih. 👍
Pengguna Google,5,2025-02-25 02:30:53,"sangat membantu saya ,ketika mnjawab pertanyaan"
Pengguna Google,3,2025-02-25 01:04:09,"Tolong kalo mau kasih foto / pasang foto profil,gambarnya jangan di zoom. Ribet anj"
Pengguna Google,5,2025-02-24 16:04:35,mantap banget aplikasi ini bisa membantu jawaban
Pengguna Google,3,2025-02-24 15:19:52,"kak makasiih ya atas balasannya,, jujur membantu banget buat aku mahamin soal. but sorry it seems you forgot about number five ehehehe"
Pengguna Google,5,2025-02-24 15:19:35,sangat bagus dan sangat membantu saya dalam mengerjakan tugas
Pengguna Google,5,2025-02-24 14:07:24,"apk yang sangat cerdas makasih kenapa aku bilang gitu karena apk ini bantu aku banget dalam mengerjakan PR mm dari pada ""ruang guru"" burik mending aku nyaranin kalian pake apk ini karena bisa membantu tugas sekolah/pr murah mb ga bayar dari pada RUANG GURU bayar kan penjelasan ribet susah klo ini kan gak pokoknya makasih ya Brainly I❤YOU 👍🏻👍🏻🙏 mau ngasih sarange ntah kemana sarange nya tapi ini aja 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻"
Pengguna Google,5,2025-02-24 13:51:09,bagus tpi aq bingung
Pengguna Google,5,2025-02-24 13:47:48,apk sangat membantu ku saat mengerjakan PR di rumah makasi banyak Brainly
Pengguna Google,5,2025-02-24 13:08:59,Aplikasi Ini Membantu Memberikan Jawaban Yang Mudah Dan Tidak Terlalu Sulit
Pengguna Google,5,2025-02-24 12:58:06,sangat bermanfaat buat PR sekolah
Pengguna Google,5,2025-02-24 12:16:46,sangat membantu dalam belajar👍
Pengguna Google,5,2025-02-24 11:40:02,sangat mudah mengerjakan tugas
Pengguna Google,1,2025-02-24 11:11:51,Katanya mau bantu belajar kok malah minta uang jajan
Pengguna Google,5,2025-02-24 11:07:12,sangat cocok untuk masih pelajar membatu halhal yang susah menjadi mudah ponya bagus👍
Pengguna Google,5,2025-02-24 11:01:30,tugas aku jadi cepat selesai gara ini
Pengguna Google,5,2025-02-24 10:52:59,sangat membantu untuk menjawab soal susah
Pengguna Google,5,2025-02-24 10:11:13,aplikasi yang bagus untuk mengerjakan pr dan mudah mencari jawaban sekaligus cukup mudah memahami karena ada penjelasan nya
Pengguna Google,5,2025-02-24 07:03:00,aplikasi ini sangat bagus
Pengguna Google,2,2025-02-23 14:01:37,"Bagus, cuman dah login beberapa hari nya di suruh login lagi, pas mau login di bilang ada kesalahan coba beberapa hari lagi tetep dibilang ""ups lagi ada kesalahan"" dahlah males pake"
Pengguna Google,4,2025-02-23 13:17:40,aplikasi ini sangat membantu saya dalam mengerjakan .. sangat bagus
Pengguna Google,5,2025-02-23 11:43:10,aplikasinya sangat membantu 😍🥰
Pengguna Google,5,2025-02-23 06:55:20,apk yang sangat bagus.
Pengguna Google,5,2025-02-23 03:51:33,"Bagus banget sumpah, dijamin nggak Khawatir lagi dehh"
Pengguna Google,3,2025-02-23 03:26:44,"bagus, tpi kadang jawaban nya salah"
Pengguna Google,4,2025-02-23 02:12:09,"Jawaban nya terlalu cepat, sampai tidak bisa untuk screenshot dan saya minta tolong untuk di perbaiki lagi ya semuanya udh oke tinggal permasalahan nya ini aja 🙏🙏"
Pengguna Google,5,2025-02-22 23:12:56,nyesel baru tau brainly bisa buku buku sekolahhh padahal udah mau lulus baru tau
Pengguna Google,5,2025-02-22 13:15:55,saya sudah mencari selama 2 hari dan saya mendapatkan nya.
Pengguna Google,4,2025-02-22 12:55:20,"lumayan tapi bagus untuk belajar tapi terlalu banyak cara jadi pusing, tapi bagusan BRAINY dari pada google tapi google jugak bagus tapi kadang ada cara kadang enggak"
Pengguna Google,2,2025-02-22 10:12:57,Memaksa untuk mendownload aplikasi sebelum melihat jawaban sangat kurang membantu
Pengguna Google,5,2025-02-21 13:36:51,sangat bagus untung mengerjakan tugas sekolah
Pengguna Google,5,2025-02-21 13:32:38,"karena aplikasi Brainly ini sangat berguna bagi semua siswa/siswi buat belajar dan mengerjakan soal"" yang sangat penting"
Pengguna Google,5,2025-02-21 13:15:13,sangat membantu dan ber maan fast
Pengguna Google,5,2025-02-21 12:36:31,aplikasi ini sangat bagus
Pengguna Google,5,2025-02-21 06:04:21,bagus semua jawaban ada di sini👉
Pengguna Google,5,2025-02-20 13:42:04,sangat baik soalnya juga mudah dipahami good job dehh jadi temen belajar kami selain mudah dipahami juga mudah dimengerti
Pengguna Google,5,2025-02-20 13:04:03,baik aplikasinya juga menarik
